DE1P,Date,PM2.5,PRES,RAIN,TEMP,1SPM,index,station,1d
-1.1391304347826086,2013/4/4,68.52173913043478,1008.1043478260868,0.2956521739130435,7.947826086956522,1.5695652173913046,827.5217391304348,8,1
-1.5499999999999998,2013/4/5,61.625,1012.1333333333333,0.1125,9.029166666666667,2.3541666666666665,851.5,8,2
-9.84782608695652,2013/4/6,11.652173913043478,1009.7652173913044,0.0,9.36521739130435,1.6956521739130435,875.8695652173913,8,1
-2.5863636363636364,2013/4/7,87.45454545454545,1001.4545454545455,0.0,9.095454545454546,1.8136363636363633,899.0,8,3
-12.612499999999999,2013/4/8,75.08333333333333,1006.2875000000003,0.0,9.466666666666665,5.258333333333332,923.5,8,1
-10.404166666666667,2013/4/9,24.125,1013.6125000000001,0.0,8.379166666666666,3.858333333333332,947.5,8,1
-10.931818181818182,2013/4/10,22.0,1012.9909090909091,0.0,8.772727272727272,3.0772727272727276,971.4090909090909,8,1
-10.763636363636364,2013/4/11,39.54545454545455,1011.9227272727272,0.0,9.83181818181818,1.9863636363636368,995.3181818181819,8,4
-3.771428571428571,2013/4/12,108.19047619047619,1006.452380952381,0.0,13.461904761904762,1.4809523809523812,1018.7142857142857,8,4
-0.9916666666666666,2013/4/13,122.66666666666667,997.9291666666668,0.0,17.458333333333332,3.0958333333333328,1043.5,8,1
-2.9727272727272718,2013/4/14,95.0,1003.3,0.0,12.859090909090911,2.259090909090909,1068.2272727272727,8,3
0.10454545454545462,2013/4/15,131.04545454545453,996.9909090909091,0.0,12.02727272727273,1.7000000000000002,1091.090909090909,8,1
-0.5791666666666667,2013/4/16,134.5,1000.25,0.0,14.416666666666666,1.7333333333333332,1115.5,8,3
-2.269565217391304,2013/4/17,63.43478260869565,1005.1260869565216,0.0,11.9,2.156521739130435,1139.391304347826,8,3
-13.13809523809524,2013/4/18,10.285714285714286,1016.1666666666666,0.0,11.100000000000001,2.6333333333333333,1164.2380952380952,8,2
-1.5375000000000003,2013/4/19,49.166666666666664,1017.8458333333333,0.029166666666666664,5.945833333333333,2.35,1187.5,8,3
0.5,2013/4/20,73.875,1014.5208333333331,0.0,8.8875,2.0625,1211.5,8,1
3.1888888888888887,2013/4/21,121.33333333333333,1012.4166666666665,0.0,10.705555555555556,1.6055555555555552,1232.8333333333333,8,1
6.238095238095238,2013/4/22,165.85714285714286,1007.214285714286,0.0,12.442857142857143,1.6142857142857143,1260.7142857142858,8,3
7.7875000000000005,2013/4/23,190.16666666666666,1004.7708333333334,0.0,11.483333333333334,1.2708333333333335,1283.5,8,4
1.4913043478260877,2013/4/24,107.95652173913044,1003.9869565217392,0.0,15.830434782608695,2.38695652173913,1307.1304347826087,8,2
-6.158333333333332,2013/4/25,11.208333333333334,1006.4999999999997,0.0,16.037499999999998,2.229166666666667,1331.5,8,1
-0.5380952380952382,2013/4/26,68.57142857142857,1002.9285714285716,0.0,18.200000000000003,1.5428571428571431,1356.7142857142858,8,4
1.2874999999999999,2013/4/27,70.5,1004.1291666666667,0.0,18.583333333333332,1.7125000000000001,1379.5,8,3
2.5125,2013/4/28,77.66666666666667,1003.6500000000002,0.0,17.025000000000002,1.7499999999999998,1403.5,8,2
-3.9588235294117644,2013/4/29,27.529411764705884,1004.7647058823529,0.0,21.535294117647055,2.2882352941176474,1428.9411764705883,8,1
-3.9217391304347813,2013/4/30,35.34782608695652,1007.1478260869565,0.0,21.695652173913043,1.8478260869565217,1451.8695652173913,8,2
1.8166666666666664,2013/5/1,41.916666666666664,1008.5041666666666,0.0,17.354166666666668,1.5291666666666668,1475.5,8,3
3.1956521739130435,2013/5/2,77.8695652173913,1005.1869565217391,0.0,19.26521739130435,1.8826086956521735,1499.5217391304348,8,3
5.920833333333332,2013/5/3,62.208333333333336,1010.2208333333332,0.0,18.049999999999997,2.3208333333333333,1523.5,8,2
7.436363636363637,2013/5/4,90.5,1009.831818181818,0.0,19.063636363636366,2.104545454545455,1547.5454545454545,8,4
11.433333333333335,2013/5/5,179.54166666666666,1009.5374999999999,0.0,20.820833333333336,1.3583333333333332,1571.5,8,3
12.895652173913044,2013/5/6,215.69565217391303,1007.7826086956521,0.0,22.639130434782604,1.2,1595.391304347826,8,1
11.949999999999998,2013/5/7,153.04166666666666,1008.1458333333335,0.0,23.483333333333334,1.3,1619.5,8,4
12.178260869565218,2013/5/8,141.30434782608697,1007.2043478260869,0.004347826086956522,20.334782608695654,1.6478260869565218,1643.5652173913043,8,4
11.530434782608696,2013/5/9,41.43478260869565,1003.091304347826,0.0,17.57391304347826,1.2695652173913048,1667.2173913043478,8,4
2.7208333333333337,2013/5/10,42.833333333333336,995.2083333333335,0.0,21.46666666666667,2.5749999999999997,1691.5,8,1
1.6894736842105265,2013/5/11,55.73684210526316,989.2526315789476,0.0,22.589473684210525,1.7736842105263155,1714.3157894736842,8,1
-1.9217391304347824,2013/5/12,36.17391304347826,993.4695652173912,0.0,23.378260869565214,1.4869565217391305,1739.8695652173913,8,2
4.983333333333334,2013/5/13,85.04166666666667,995.7166666666666,0.0,21.520833333333332,1.4375,1763.5,8,3
2.4333333333333336,2013/5/14,49.833333333333336,1001.2791666666667,0.0,24.462500000000002,2.1041666666666665,1787.5,8,2
6.178260869565219,2013/5/15,73.52173913043478,1009.4347826086956,0.0,22.782608695652176,1.673913043478261,1811.304347826087,8,3
9.827272727272728,2013/5/16,55.0,1009.8545454545455,0.0,21.46363636363636,1.3818181818181818,1835.8636363636363,8,3
12.366666666666669,2013/5/17,111.25,1004.9249999999998,0.0,20.94583333333333,1.4999999999999998,1859.5,8,3
14.008333333333333,2013/5/18,116.20833333333333,999.5499999999997,0.0,21.0875,2.1416666666666666,1883.5,8,3
3.995833333333336,2013/5/19,50.458333333333336,993.9499999999999,0.0,20.954166666666666,2.1916666666666664,1907.5,8,3
1.6272727272727272,2013/5/20,38.27272727272727,993.9318181818184,0.0,22.05454545454546,2.5500000000000003,1932.2272727272727,8,4
9.404347826086957,2013/5/21,103.21739130434783,992.8173913043478,0.0,23.208695652173912,1.8260869565217388,1955.2608695652175,8,3
9.155555555555553,2013/5/22,71.11111111111111,1003.5499999999998,0.0,22.144444444444442,1.0722222222222222,1977.1666666666667,8,4
9.291666666666666,2013/5/23,69.20833333333333,1003.5041666666666,0.0,23.02916666666667,0.9958333333333332,2003.5,8,1
12.630434782608699,2013/5/24,117.17391304347827,1005.221739130435,0.0,25.104347826086954,2.0913043478260867,2027.8695652173913,8,2
13.079166666666666,2013/5/25,62.833333333333336,1003.8541666666666,0.0,24.904166666666665,1.4166666666666663,2051.5,8,1
16.808333333333334,2013/5/26,101.91666666666667,1002.0708333333333,0.125,21.037500000000005,1.9625000000000001,2075.5,8,3
16.369565217391308,2013/5/27,65.78260869565217,1000.986956521739,0.04782608695652174,18.991304347826087,1.2217391304347824,2099.913043478261,8,3
15.7,2013/5/28,69.28571428571429,999.2761904761907,0.042857142857142864,20.15238095238095,1.7809523809523808,2124.714285714286,8,3
2.8499999999999996,2013/5/29,15.166666666666666,1003.6999999999999,0.0,22.308333333333334,3.7916666666666674,2142.8333333333335,8,1
7.764285714285713,2013/5/30,59.285714285714285,1001.4214285714286,0.0,22.499999999999996,1.3214285714285716,2166.5,8,4
15.594999999999995,2013/5/31,113.3,995.9649999999999,0.0,24.705000000000002,1.6849999999999998,2197.5,8,3
8.819999999999999,2013/6/1,73.86666666666666,999.5533333333333,0.0,24.919999999999998,1.4200000000000002,2216.3333333333335,8,4
16.508333333333333,2013/6/2,153.66666666666666,998.0375,0.0,22.941666666666666,1.4333333333333333,2243.5,8,3
15.523809523809524,2013/6/3,130.9047619047619,998.3666666666667,0.0,25.338095238095235,1.1714285714285713,2266.6190476190477,8,2
16.77272727272727,2013/6/4,135.27272727272728,1005.0181818181819,0.24545454545454543,21.149999999999995,1.8272727272727278,2291.318181818182,8,1
17.943478260869565,2013/6/5,127.73913043478261,1005.4739130434783,0.07391304347826087,19.291304347826085,1.308695652173913,2315.8695652173915,8,2
18.21666666666667,2013/6/6,140.125,1003.5958333333334,0.008333333333333333,19.520833333333332,1.1291666666666664,2339.5,8,3
19.095833333333335,2013/6/7,127.04166666666667,1001.8041666666668,0.5541666666666667,20.6375,1.4124999999999999,2363.5,8,2
19.341666666666665,2013/6/8,166.08333333333334,1001.0875,0.09166666666666666,20.300000000000004,0.729166666666667,2387.5,8,2
18.21111111111111,2013/6/9,101.44444444444444,1001.5333333333333,0.1888888888888889,19.84444444444444,1.3777777777777778,2404.6666666666665,8,1
13.733333333333334,2013/6/11,64.16666666666667,1000.9250000000001,1.3916666666666666,22.375000000000004,1.758333333333333,2465.5,8,3
14.100000000000001,2013/6/12,57.416666666666664,1001.2791666666666,0.0,22.07083333333333,1.7166666666666666,2483.5,8,4
15.695454545454545,2013/6/13,98.95454545454545,1001.6500000000001,0.0,24.540909090909086,1.5636363636363642,2507.8636363636365,8,3
13.366666666666665,2013/6/14,102.79166666666667,1001.4083333333334,0.0,26.120833333333337,1.625,2531.5,8,3
15.850000000000001,2013/6/15,124.375,1000.35,0.0,25.775000000000002,1.0624999999999998,2555.5,8,1
18.591666666666665,2013/6/16,175.54166666666666,997.025,0.05416666666666667,23.058333333333337,1.3875,2579.5,8,3
16.982608695652175,2013/6/17,42.28260869565217,994.9782608695654,0.0,26.19130434782609,1.517391304347826,2603.8695652173915,8,2
16.811111111111114,2013/6/18,44.166666666666664,991.8333333333334,0.0,25.950000000000003,1.3666666666666667,2625.6666666666665,8,1
17.174999999999997,2013/6/19,55.916666666666664,996.2833333333333,0.0,26.491666666666664,1.2583333333333335,2645.5,8,3
18.818181818181817,2013/6/20,83.81818181818181,1002.0272727272728,0.0,26.4,0.8636363636363634,2682.0,8,4
17.66363636363636,2013/6/21,47.54545454545455,1002.8727272727272,0.0,25.877272727272725,1.8318181818181818,2700.318181818182,8,3
18.869565217391305,2013/6/22,52.17391304347826,1001.7304347826087,0.23478260869565218,21.347826086956523,1.2260869565217392,2723.1304347826085,8,1
17.75,2013/6/23,60.458333333333336,997.2375000000001,0.0,25.675,1.2125,2747.5,8,1
19.825,2013/6/24,97.91666666666667,995.6916666666666,0.3625,24.99166666666666,1.4500000000000002,2771.5,8,4
20.926086956521736,2013/6/25,128.3913043478261,993.6652173913045,0.0391304347826087,22.54347826086957,1.4434782608695653,2795.8695652173915,8,1
21.9,2013/6/26,160.7391304347826,990.7956521739131,0.0,25.87826086956522,1.2347826086956524,2819.304347826087,8,3
19.97083333333333,2013/6/27,127.29166666666667,991.5416666666669,0.0,28.016666666666666,1.6208333333333338,2843.5,8,2
22.0625,2013/6/28,319.8333333333333,994.4208333333336,0.10416666666666667,25.258333333333336,1.633333333333333,2867.5,8,2
21.336363636363636,2013/6/29,104.5909090909091,997.6545454545453,0.05454545454545454,23.572727272727274,1.1454545454545455,2891.909090909091,8,2
23.275000000000006,2013/6/30,194.04166666666666,997.0124999999998,0.0,25.433333333333334,0.9708333333333335,2915.5,8,1
23.704761904761906,2013/7/1,154.76190476190476,992.4190476190478,2.0095238095238095,24.9952380952381,1.3761904761904764,2939.1428571428573,8,2
17.65909090909091,2013/7/2,13.136363636363637,989.2045454545455,0.7545454545454546,29.90909090909091,2.1999999999999997,2964.2727272727275,8,2
19.840000000000003,2013/7/3,25.4,989.6500000000002,0.0,28.3,1.3199999999999998,2981.5,8,4
16.666666666666668,2013/7/4,18.133333333333333,987.8333333333334,0.006666666666666667,30.42666666666667,1.973333333333333,3016.0,8,2
17.71304347826087,2013/7/5,17.82608695652174,991.7260869565216,0.0,29.96521739130435,1.5782608695652172,3035.8260869565215,8,1
20.37826086956522,2013/7/6,47.26086956521739,994.4608695652175,0.3826086956521739,29.04347826086957,1.8478260869565217,3059.217391304348,8,4
24.646153846153844,2013/7/7,119.6923076923077,992.9307692307691,0.22307692307692306,29.423076923076923,1.4615384615384612,3088.153846153846,8,4
24.05,2013/7/8,124.9,995.7299999999999,2.55,25.369999999999997,1.05,3111.9,8,1
24.240000000000002,2013/7/9,132.3,996.24,0.22000000000000003,25.04,0.9799999999999999,3124.5,8,2
21.63333333333333,2013/7/10,25.166666666666668,999.3333333333334,0.4833333333333334,23.700000000000003,1.2833333333333334,3159.0,8,1
21.3,2013/7/11,31.0,999.7,0.0,23.7,0.52,3174.2,8,3
23.355555555555554,2013/7/12,79.0,999.2666666666667,0.0,28.699999999999996,1.9555555555555557,3207.6666666666665,8,1
23.563636363636366,2013/7/13,122.63636363636364,1000.4181818181819,0.0,26.65454545454546,1.0545454545454545,3225.7272727272725,8,3
22.183333333333334,2013/7/14,96.75,1000.9833333333331,0.5499999999999999,26.975000000000005,1.3166666666666667,3252.25,8,3
23.633333333333333,2013/7/15,47.111111111111114,992.8777777777777,1.344444444444444,24.000000000000004,1.0222222222222221,3276.3333333333335,8,2
15.011111111111111,2013/7/16,16.666666666666668,994.2555555555555,0.0,28.477777777777778,1.9444444444444444,3300.777777777778,8,1
18.00769230769231,2013/7/17,41.38461538461539,998.7923076923078,0.0,27.346153846153847,1.4153846153846152,3323.153846153846,8,1
22.46666666666666,2013/7/18,157.13333333333333,997.6666666666666,0.0,26.360000000000003,1.4666666666666666,3352.0,8,3
22.37826086956522,2013/7/19,145.91304347826087,995.8434782608695,0.0,26.426086956521743,1.217391304347826,3371.8695652173915,8,1
20.833333333333332,2013/7/20,93.625,997.3666666666667,0.004166666666666667,27.7625,1.2374999999999998,3395.5,8,4
21.841666666666665,2013/7/21,65.83333333333333,998.3666666666668,0.0,26.625000000000004,1.0458333333333336,3419.5,8,3
20.323529411764707,2013/7/22,77.6470588235294,997.3235294117649,0.0,25.429411764705883,0.9411764705882351,3443.705882352941,8,3
19.290909090909093,2013/7/23,38.31818181818182,993.463636363636,0.0,26.80909090909091,1.9772727272727273,3468.0454545454545,8,4
19.57058823529412,2013/7/24,43.23529411764706,993.1823529411766,0.0,27.917647058823526,1.211764705882353,3491.529411764706,8,4
18.566666666666666,2013/7/25,34.291666666666664,994.9625000000001,0.0,30.15833333333333,1.241666666666667,3515.5,8,1
21.0125,2013/7/26,53.125,996.7041666666665,0.0375,26.07916666666667,1.5208333333333333,3539.5,8,3
23.486956521739128,2013/7/27,120.30434782608695,993.9826086956523,0.013043478260869565,25.839130434782607,0.856521739130435,3563.8695652173915,8,4
21.920833333333334,2013/7/28,59.25,993.6541666666664,0.0,29.537499999999998,1.3833333333333335,3587.5,8,1
23.683333333333326,2013/7/29,65.375,993.3958333333335,0.049999999999999996,28.50833333333334,1.0958333333333332,3611.5,8,1
23.245833333333337,2013/7/30,108.33333333333333,991.1708333333336,0.5458333333333333,28.70416666666667,1.2708333333333337,3635.5,8,1
21.91428571428571,2013/7/31,52.0,993.2333333333333,0.31428571428571433,27.200000000000003,1.7761904761904763,3660.714285714286,8,3
21.091666666666665,2013/8/1,41.166666666666664,997.0375,0.32083333333333336,23.737500000000008,1.0916666666666668,3683.5,8,2
21.370833333333337,2013/8/2,79.79166666666667,999.183333333333,0.0,26.34583333333333,1.2458333333333333,3707.5,8,3
19.469565217391303,2013/8/3,31.47826086956522,996.991304347826,0.0,27.934782608695652,1.4086956521739133,3731.782608695652,8,1
21.926086956521736,2013/8/4,94.8695652173913,993.4130434782608,0.13043478260869568,27.956521739130434,1.8695652173913044,3755.8695652173915,8,4
20.922727272727272,2013/8/5,42.90909090909091,991.7136363636364,0.0,26.459090909090904,1.0863636363636362,3778.5,8,1
25.57333333333333,2013/8/6,166.06666666666666,992.9466666666667,0.0,31.873333333333335,1.36,3808.0,8,3
21.525000000000002,2013/8/7,35.666666666666664,995.7291666666665,0.325,26.120833333333337,1.558333333333333,3827.5,8,2
20.947826086956525,2013/8/8,32.30434782608695,993.8565217391306,0.0,27.91304347826087,1.3391304347826087,3851.8695652173915,8,1
21.02608695652174,2013/8/9,36.04347826086956,994.5869565217392,0.0,28.96521739130435,1.2260869565217392,3875.695652173913,8,4
24.266666666666666,2013/8/10,88.41666666666667,998.1833333333334,0.0,30.55416666666667,1.379166666666667,3899.5,8,2
25.412499999999998,2013/8/11,147.0,999.3041666666664,1.2,27.154166666666665,1.2041666666666668,3923.5,8,3
23.7,2013/8/12,45.47826086956522,998.5695652173914,0.004347826086956522,26.813043478260873,1.2478260869565219,3947.8695652173915,8,1
24.47916666666666,2013/8/13,91.125,998.2916666666666,0.0,28.474999999999998,1.3708333333333333,3971.5,8,4
24.72916666666666,2013/8/14,66.0,997.4666666666666,0.0,29.079166666666666,1.5333333333333332,3995.5,8,1
26.337500000000002,2013/8/15,104.41666666666667,995.9750000000003,0.0,30.03333333333333,1.075,4019.5,8,4
26.09130434782609,2013/8/16,122.91304347826087,990.9739130434783,0.0,29.447826086956525,0.917391304347826,4043.8695652173915,8,4
15.070833333333333,2013/8/17,29.416666666666668,994.8916666666665,0.0,32.3125,2.3333333333333335,4067.5,8,2
14.483333333333333,2013/8/18,10.041666666666666,1001.5375000000003,0.0,29.74166666666666,1.770833333333333,4091.5,8,2
16.273913043478263,2013/8/19,20.391304347826086,1003.4652173913042,0.0,28.039130434782606,1.2347826086956524,4115.521739130435,8,1
20.969565217391306,2013/8/20,75.30434782608695,1002.5478260869564,0.034782608695652174,27.039130434782606,1.2130434782608694,4139.869565217391,8,1
21.795652173913048,2013/8/21,76.8695652173913,1001.5565217391304,0.013043478260869568,25.83043478260869,1.0130434782608695,4163.304347826087,8,3
21.63478260869565,2013/8/22,100.82608695652173,1002.4521739130433,0.013043478260869568,24.08695652173913,0.8869565217391305,4187.521739130435,8,2
17.450000000000003,2013/8/23,46.583333333333336,1002.5916666666664,0.008333333333333333,27.629166666666666,1.1958333333333333,4211.5,8,1
15.969565217391304,2013/8/24,27.47826086956522,1002.5521739130435,0.0,27.817391304347826,1.2260869565217392,4235.869565217391,8,4
16.95833333333333,2013/8/25,32.166666666666664,999.9916666666667,0.0,28.033333333333335,1.3416666666666668,4259.5,8,1
17.717391304347828,2013/8/26,46.78260869565217,999.2695652173912,0.0,28.452173913043477,1.743478260869565,4283.347826086957,8,4
21.219047619047622,2013/8/27,53.19047619047619,1000.6142857142856,0.05714285714285714,24.833333333333332,1.5285714285714282,4307.333333333333,8,3
22.645454545454548,2013/8/28,81.0909090909091,993.0181818181819,0.6363636363636364,24.368181818181814,0.9681818181818183,4332.409090909091,8,3
11.504545454545454,2013/8/29,30.40909090909091,996.5227272727275,0.0,25.00909090909091,3.35909090909091,4354.954545454545,8,4
10.674999999999999,2013/8/30,9.708333333333334,1005.3666666666664,0.0,22.55,1.7750000000000004,4379.5,8,3
10.800000000000002,2013/8/31,18.666666666666668,1005.3791666666666,0.0,23.170833333333334,1.3541666666666667,4403.5,8,1
15.141666666666667,2013/9/1,45.416666666666664,1006.8666666666667,0.20833333333333334,23.579166666666666,1.2458333333333333,4427.5,8,2
15.218181818181817,2013/9/2,39.36363636363637,1009.5727272727272,0.0,20.50909090909091,1.2727272727272725,4445.0,8,1
18.066666666666666,2013/9/3,100.46666666666667,1009.1533333333333,0.0,25.43333333333333,1.2133333333333334,4480.0,8,1
18.345833333333328,2013/9/4,65.08333333333333,1009.5083333333333,1.3750000000000002,20.108333333333334,0.8416666666666668,4499.5,8,3
15.395833333333329,2013/9/5,23.041666666666668,1007.8833333333333,0.1625,21.525000000000006,1.3958333333333337,4523.5,8,2
16.904545454545456,2013/9/6,70.18181818181819,1009.5545454545456,0.49545454545454537,20.977272727272723,1.0772727272727274,4546.5,8,4
16.821428571428573,2013/9/7,88.5,1010.492857142857,0.0,21.949999999999996,1.3214285714285714,4568.928571428572,8,1
18.158333333333335,2013/9/8,102.58333333333333,1009.7833333333334,0.0,23.8,1.325,4596.5,8,2
17.95,2013/9/9,56.7,1005.11,0.0,22.549999999999997,1.16,4626.4,8,4
12.504545454545452,2013/9/10,41.31818181818182,1005.7090909090908,0.0,22.25,1.0363636363636364,4643.681818181818,8,4
14.1875,2013/9/11,54.041666666666664,1007.7874999999999,0.0,22.795833333333334,1.645833333333333,4667.5,8,1
18.400000000000002,2013/9/12,134.65217391304347,1004.8695652173911,0.1826086956521739,21.721739130434784,0.7347826086956523,4691.608695652174,8,4
18.808333333333334,2013/9/13,83.0,999.9166666666666,0.041666666666666664,19.92083333333333,1.0416666666666667,4715.5,8,4
12.5875,2013/9/14,43.166666666666664,1002.1416666666669,0.004166666666666667,23.787499999999998,1.075,4739.5,8,1
10.204347826086956,2013/9/15,14.173913043478262,1007.0478260869564,0.0,21.278260869565216,1.3043478260869563,4763.608695652174,8,1
15.495652173913042,2013/9/16,41.47826086956522,1004.9826086956523,0.0,20.92608695652174,0.9782608695652174,4787.608695652174,8,3
18.433333333333334,2013/9/17,86.125,1008.4666666666666,0.1708333333333333,20.541666666666668,0.9708333333333335,4811.5,8,1
19.866666666666664,2013/9/18,94.625,1012.0958333333333,0.29583333333333334,21.716666666666665,1.2291666666666667,4835.5,8,1
19.668181818181814,2013/9/19,105.45454545454545,1006.6772727272728,0.03636363636363636,21.731818181818184,1.0954545454545455,4860.0,8,2
14.258333333333331,2013/9/20,51.083333333333336,1008.7458333333333,0.0,22.316666666666674,1.0958333333333332,4883.5,8,3
14.737499999999999,2013/9/21,43.833333333333336,1008.9666666666666,0.0,23.008333333333336,1.4583333333333333,4907.5,8,1
17.55833333333333,2013/9/22,55.625,1008.6166666666664,0.020833333333333332,20.229166666666664,0.9874999999999998,4931.5,8,4
9.612499999999999,2013/9/23,24.5,1011.9875000000001,0.3833333333333333,16.083333333333332,1.9166666666666663,4955.5,8,3
4.152380952380953,2013/9/24,11.619047619047619,1015.5333333333335,0.0,14.547619047619046,1.3714285714285712,4979.333333333333,8,2
3.1833333333333336,2013/9/25,11.916666666666666,1014.0041666666667,0.0,15.99583333333333,1.5333333333333332,5003.5,8,3
6.9,2013/9/26,19.043478260869566,1010.0565217391304,0.0,16.391304347826086,1.0739130434782609,5027.434782608696,8,2
10.886956521739132,2013/9/27,13.73913043478261,1004.9260869565217,0.0,17.05652173913044,1.043478260869565,5051.260869565217,8,1
11.963157894736842,2013/9/28,20.0,1004.3578947368422,0.0,16.22105263157895,0.8052631578947369,5073.263157894737,8,3
14.4,2013/9/29,109.45,1010.7850000000001,0.0,17.435,0.89,5099.7,8,1
16.681250000000002,2013/9/30,138.5625,1012.6125000000001,0.0,18.400000000000002,0.76875,5119.5625,8,3
14.1,2013/10/1,35.333333333333336,1014.8666666666667,0.0,15.300000000000002,1.3999999999999997,5158.0,8,3
4.3374999999999995,2013/10/2,17.25,1014.4166666666666,0.0,17.270833333333332,1.7083333333333333,5171.5,8,2
10.0125,2013/10/3,63.25,1011.3666666666667,0.0,16.20416666666667,1.6750000000000005,5195.5,8,3
13.175000000000002,2013/10/4,143.125,1007.5916666666664,0.0,16.783333333333335,0.8875000000000001,5219.5,8,3
14.054166666666669,2013/10/5,301.8333333333333,1013.1166666666669,0.0,17.15833333333333,0.8416666666666667,5243.5,8,2
14.762500000000001,2013/10/6,182.33333333333334,1015.8041666666668,0.0,16.237499999999994,0.8791666666666668,5267.5,8,1
9.383333333333335,2013/10/7,75.33333333333333,1015.8916666666668,0.0,19.299999999999997,1.7250000000000003,5291.5,8,3
10.916666666666664,2013/10/8,53.625,1012.8291666666665,0.0,17.4125,1.425,5315.5,8,3
12.404166666666663,2013/10/9,136.625,1004.3166666666667,0.0,15.791666666666664,1.0583333333333336,5339.5,8,3
5.7625,2013/10/10,80.25,1004.8624999999997,0.0,16.650000000000002,2.6749999999999994,5363.5,8,1
